id,text,entities,relations,Comments
5933,punishing free-riders: how group size affects mutual monitoring and the provision of public goods.;;,"[{'id': 3689, 'label': 'cause', 'start_offset': 27, 'end_offset': 37}, {'id': 3691, 'label': 'effect', 'start_offset': 72, 'end_offset': 97}, {'id': 8187, 'label': 'effect', 'start_offset': 38, 'end_offset': 64}]","[{'id': 1628, 'from_id': 3689, 'to_id': 3691, 'type': 'Rel_CE'}, {'id': 3702, 'from_id': 3689, 'to_id': 8187, 'type': 'Rel_CE'}]",[]
9522,They were to make one single decision per game: to invest or not.;;,"[{'id': 9848, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 67}]",[],[]
7454,sufficiently strong non-monotonic behavior would directly suggest that errors are an important component of behavior.;;,"[{'id': 7659, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 119}]",[],[]
5985,"with the low leverage 'l' = 1, th contributions are only slightly higher with punishment (8.79) or with reward (6.62 standard vcm.;;","[{'id': 3841, 'label': 'cause', 'start_offset': 9, 'end_offset': 29}, {'id': 3842, 'label': 'effect', 'start_offset': 33, 'end_offset': 129}]","[{'id': 1705, 'from_id': 3841, 'to_id': 3842, 'type': 'Rel_CE'}]",[]
5858,the second stated that low or threatened belonging would enhance intergroup discrimination.;;,"[{'id': 3500, 'label': 'cause', 'start_offset': 23, 'end_offset': 50}, {'id': 3501, 'label': 'effect', 'start_offset': 65, 'end_offset': 90}]","[{'id': 1532, 'from_id': 3500, 'to_id': 3501, 'type': 'Rel_CE'}]",[]
6674,"in any case, any such effect of the endowment income would operate only on the level of contributions, and not the interactions of the actors' contributions.;;","[{'id': 5673, 'label': 'cause', 'start_offset': 36, 'end_offset': 52}, {'id': 5674, 'label': 'effect', 'start_offset': 79, 'end_offset': 101}, {'id': 5675, 'label': 'effect', 'start_offset': 115, 'end_offset': 156}]","[{'id': 2563, 'from_id': 5673, 'to_id': 5674, 'type': 'Rel_CE'}, {'id': 2564, 'from_id': 5673, 'to_id': 5675, 'type': 'Rel_Zero'}]",[]
6461,my supervisor's guidance and expertise enabled me to see that i needed to gain a better balance between the informal and professional relationship and take more control over the recruitment to support the women and myself.;;,"[{'id': 5079, 'label': 'cause', 'start_offset': 0, 'end_offset': 38}, {'id': 5080, 'label': 'effect', 'start_offset': 39, 'end_offset': 146}, {'id': 5081, 'label': 'effect', 'start_offset': 151, 'end_offset': 221}]","[{'id': 2280, 'from_id': 5079, 'to_id': 5080, 'type': 'Rel_CE'}, {'id': 2281, 'from_id': 5079, 'to_id': 5081, 'type': 'Rel_CE'}]",[]
9302,It is commonly assumed that network users non-cooperatively interact with one another in the traffic network in order to minimise their travel costs.;;,"[{'id': 9628, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 151}]",[],[]
5759,"thus, the amount to be gained through a cooperative invest choice was not much larger than one's initial endowment, and one would be tempted simply to keep one's endowment (i.e., defect) rather than risk losing it in the hope of obtaining a relatively small gain.;;","[{'id': 8242, 'label': 'cause', 'start_offset': 10, 'end_offset': 114}, {'id': 8243, 'label': 'effect', 'start_offset': 120, 'end_offset': 171}]","[{'id': 3736, 'from_id': 8242, 'to_id': 8243, 'type': 'Rel_CE'}]",[]
9391,Of course this does not imply that similar findings will occur when incentives are extremely large.;;,"[{'id': 9717, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 101}]",[],[]
7099,people resist paying welfare to individuals who could support themselves but who instead cheat or free ride.;;,"[{'id': 6812, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 110}]",[],[]
9567,"To induce shame, we conducted another treatment that was the same except the information about an audited individual's contribution decision was publicly revealed to the entire group. 5;;","[{'id': 9893, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 187}]",[],[]
9143,The aggregate product is a combination of behavior from multiple individuals in the social episode that operates on the environment in much the same way as does operant behavior.;;,"[{'id': 9469, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 180}]",[],[]
5795,"many coders who join a team have busy lives and other interests, and they wish to be involved in the project only to this baseline extent.;;","[{'id': 3338, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 138}]",[],[]
7185,"when the kandori labeling mechanism is not transparently about reputations and the participants have insufficient cues to seeing it as a reputation mechanism, it may fail to induce cooperation.;;","[{'id': 7021, 'label': 'cause', 'start_offset': 9, 'end_offset': 74}, {'id': 7022, 'label': 'cause', 'start_offset': 83, 'end_offset': 157}, {'id': 7023, 'label': 'effect', 'start_offset': 166, 'end_offset': 192}]","[{'id': 3177, 'from_id': 7021, 'to_id': 7023, 'type': 'Rel_CE'}, {'id': 3178, 'from_id': 7022, 'to_id': 7023, 'type': 'Rel_CE'}]",[]
9506,"However, this tendency fails statistical significance (sign test, 10% significance).;;","[{'id': 9832, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 86}]",[],[]
6454,"since the differences between the bargaining powers of two players increase from the simultaneous to the sequential to the dictator game, comparisons among games allow us to trace whether the contribution behavior is motivated by fairness or is simply due to the strategic concern.;;","[{'id': 5062, 'label': 'cause', 'start_offset': 10, 'end_offset': 136}, {'id': 5063, 'label': 'effect', 'start_offset': 138, 'end_offset': 280}]","[{'id': 2271, 'from_id': 5062, 'to_id': 5063, 'type': 'Rel_CE'}]",[]
7276,"across five studies, we tested the idea that the law shapes social reality by fostering the assumptions that people are self interested untrustworthy, and competitive.;;","[{'id': 7233, 'label': 'cause', 'start_offset': 78, 'end_offset': 166}, {'id': 7234, 'label': 'effect', 'start_offset': 49, 'end_offset': 74}]","[{'id': 3274, 'from_id': 7233, 'to_id': 7234, 'type': 'Rel_CE'}]",[]
6704,if the relationship is direct then coordination would not need to impact an intervening variable or coincide with another causally relevant variable to influence cooperation.;;,"[{'id': 5754, 'label': 'cause', 'start_offset': 3, 'end_offset': 29}, {'id': 5755, 'label': 'effect', 'start_offset': 35, 'end_offset': 173}]","[{'id': 2604, 'from_id': 5754, 'to_id': 5755, 'type': 'Rel_CE'}]",[]
6948,"given the concern that checklists themselves are inadequate, we argue that using such a principle requires an orientation to better practise with these ethical concerns at their source.;;","[{'id': 6412, 'label': 'cause', 'start_offset': 23, 'end_offset': 59}, {'id': 6413, 'label': 'effect', 'start_offset': 75, 'end_offset': 168}]","[{'id': 2912, 'from_id': 6412, 'to_id': 6413, 'type': 'Rel_CE'}]",[]
8786,"Moreover, because interpersonal helping, and OCB in general, may benefit the collective without necessarily benefiting the self, and one may benefit from others' OCB without engaging in OCB oneself, engagement in OCB like interpersonal helping arguably reflects the trade-off between personal and collective interest typical for public good dilemmas (De Cremer and van Knippenberg, 2002) -an element that makes it easier to compare the findings of Study 1 to those of Study 2. As a case in point, previous research has shown that leader self-sacrifice is related to both OCB and contributions in a public good dilemma (De Cremer and van Knippenberg, 2002).;;","[{'id': 9112, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 658}]",[],[]
6076,"participants, however, due to their individual investments into the private account, could increase the probability of return from the private account.;;","[{'id': 4067, 'label': 'cause', 'start_offset': 36, 'end_offset': 84}, {'id': 4068, 'label': 'effect', 'start_offset': 104, 'end_offset': 150}]","[{'id': 1812, 'from_id': 4067, 'to_id': 4068, 'type': 'Rel_CE'}]",[]
6919,"within the context of the chowks, where poverty is widespread and uniform, asking for money from another laborer is often stigmatized and associated with migrants suffering from alcohol or drug addiction-a presence at every chowk.;;","[{'id': 6324, 'label': 'cause', 'start_offset': 40, 'end_offset': 73}, {'id': 6325, 'label': 'effect', 'start_offset': 75, 'end_offset': 133}]","[{'id': 2870, 'from_id': 6324, 'to_id': 6325, 'type': 'Rel_CE'}]",[]
6961,follow-up contrasts indicated that ostracized adolescents who wrote about friends worked more for food points and consumed more food than other adolescents.;;,"[{'id': 6457, 'label': 'cause', 'start_offset': 35, 'end_offset': 81}, {'id': 6458, 'label': 'effect', 'start_offset': 82, 'end_offset': 109}, {'id': 6459, 'label': 'effect', 'start_offset': 114, 'end_offset': 132}]","[{'id': 2929, 'from_id': 6457, 'to_id': 6458, 'type': 'Rel_CE'}, {'id': 2930, 'from_id': 6457, 'to_id': 6459, 'type': 'Rel_CE'}]",[]
6537,"qualitative secondary analysis allows the researcher to overcome these types of data collection problems, thus, creating an equal opportunity for novice and other researchers to obtain and develop research independence, knowledge, and skills (smith, 2008).;;","[{'id': 5273, 'label': 'effect', 'start_offset': 112, 'end_offset': 241}, {'id': 8522, 'label': 'cause', 'start_offset': 0, 'end_offset': 30}, {'id': 8523, 'label': 'effect', 'start_offset': 56, 'end_offset': 104}, {'id': 8524, 'label': 'cause', 'start_offset': 56, 'end_offset': 104}]","[{'id': 3888, 'from_id': 8522, 'to_id': 8523, 'type': 'Rel_CE'}, {'id': 3889, 'from_id': 8524, 'to_id': 5273, 'type': 'Rel_CE'}]",[]
6417,another less extreme example of ostracism is that only some of your group members may avoid you and not interact with you while others act normally toward you.;;,"[{'id': 8478, 'label': 'cause', 'start_offset': 32, 'end_offset': 41}, {'id': 8479, 'label': 'effect', 'start_offset': 55, 'end_offset': 158}]","[{'id': 3857, 'from_id': 8478, 'to_id': 8479, 'type': 'Rel_CE'}]",[]
8649,"The evaluation forms consisted of ratings of the essays on six 9-point bipolar scales (unintelligent-intelligent; thought provoking-boring; friendly-unfriendly; illogical-logical; respectable-unrespectable; irrational-rational), along with a space for free comments.;;","[{'id': 8975, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 268}]",[],[]
6922,"briefly summarized, the prisoner's dilemma procedure involves two subjects engaged in a laboratory game with each other, in which, depending on each person's choice of responses, points, money, or other tangibles can be gained or lost.;;","[{'id': 6331, 'label': 'cause', 'start_offset': 149, 'end_offset': 177}, {'id': 6332, 'label': 'effect', 'start_offset': 179, 'end_offset': 234}]","[{'id': 2873, 'from_id': 6331, 'to_id': 6332, 'type': 'Rel_CE'}]",[]
7202,this stage helps to minimize unnecessary costs that may impede high profitability in the commercialization stage.;;,"[{'id': 7063, 'label': 'cause', 'start_offset': 0, 'end_offset': 10}, {'id': 7064, 'label': 'effect', 'start_offset': 20, 'end_offset': 46}, {'id': 7065, 'label': 'cause', 'start_offset': 20, 'end_offset': 46}, {'id': 7066, 'label': 'effect', 'start_offset': 56, 'end_offset': 112}]","[{'id': 3195, 'from_id': 7063, 'to_id': 7064, 'type': 'Rel_CE'}, {'id': 3196, 'from_id': 7065, 'to_id': 7066, 'type': 'Rel_CE'}]",[]
6884,"linehan explains that individuals 'need to learn how to focus their attention on one task or activity at a time, engaging in it with alertness, awareness and wakefulness' (p. 155).;;","[{'id': 6240, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 182}]",[],[]
5686,a study by isen and reeve (2005) found that people in a positive mood found enjoyable tasks to be more intrinsically motivating than participants in a neutral mood.;;,"[{'id': 3082, 'label': 'cause', 'start_offset': 55, 'end_offset': 91}, {'id': 8132, 'label': 'effect', 'start_offset': 103, 'end_offset': 127}]","[{'id': 3661, 'from_id': 3082, 'to_id': 8132, 'type': 'Rel_CE'}]",[]
8946,The experiment was conducted at the University of Granada.;;,"[{'id': 9272, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 60}]",[],[]
9156,"But when comparing punishment rules, it is not enough to consider contribution behavior only.;;","[{'id': 9482, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 95}]",[],[]
7106,the heightened intensity of the context of an ice means that researchers have to be aware of the passive accumulation of contextual information so they can assess changing circumstances and manage the risks of their research location.;;,"[{'id': 6830, 'label': 'cause', 'start_offset': 81, 'end_offset': 143}, {'id': 6831, 'label': 'effect', 'start_offset': 156, 'end_offset': 185}, {'id': 6832, 'label': 'effect', 'start_offset': 190, 'end_offset': 233}, {'id': 6833, 'label': 'cause', 'start_offset': 4, 'end_offset': 49}, {'id': 6834, 'label': 'effect', 'start_offset': 81, 'end_offset': 143}]","[{'id': 3095, 'from_id': 6830, 'to_id': 6831, 'type': 'Rel_CE'}, {'id': 3096, 'from_id': 6830, 'to_id': 6832, 'type': 'Rel_CE'}, {'id': 3097, 'from_id': 6833, 'to_id': 6834, 'type': 'Rel_CE'}]",[]
7620,these findings suggest that instructors need to continue their approach to educating students on how to select the most suitable research design for their research question.;;,"[{'id': 8046, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 175}]",[],[]
6758,sandelowski 1993; lincoln and guba 1985); and finally the non foundation a lists who argue that it is understanding rather than prediction that is necessary and that inquiry and its evidence is always political and moral (denzin 2011) and therefore that criteria are not appropriate.,"[{'id': 5916, 'label': 'effect', 'start_offset': 254, 'end_offset': 282}, {'id': 5917, 'label': 'cause', 'start_offset': 91, 'end_offset': 221}]","[{'id': 2682, 'from_id': 5917, 'to_id': 5916, 'type': 'Rel_CE'}]",[]
5945,"presumably this is because, for individuals whom faith is important, exclusion by god is a particularly painful and distressing experience.;;","[{'id': 3728, 'label': 'cause', 'start_offset': 69, 'end_offset': 85}, {'id': 3729, 'label': 'effect', 'start_offset': 104, 'end_offset': 111}, {'id': 3730, 'label': 'effect', 'start_offset': 116, 'end_offset': 138}]","[{'id': 1650, 'from_id': 3728, 'to_id': 3729, 'type': 'Rel_CE'}, {'id': 1651, 'from_id': 3728, 'to_id': 3730, 'type': 'Rel_CE'}]",[]
5939,"manipulation checks analyses of the mood and basic needs data for participants in these 'non-social' conditions showed that ostracized participants experienced reduced basic needs satisfaction and positive mood, and enhanced negative mood, relative to included participants, all psb0.05.;;","[{'id': 3706, 'label': 'cause', 'start_offset': 124, 'end_offset': 147}, {'id': 3707, 'label': 'effect', 'start_offset': 168, 'end_offset': 192}, {'id': 3708, 'label': 'effect', 'start_offset': 197, 'end_offset': 210}, {'id': 3709, 'label': 'effect', 'start_offset': 225, 'end_offset': 238}]","[{'id': 1636, 'from_id': 3706, 'to_id': 3707, 'type': 'Rel_CE'}, {'id': 1637, 'from_id': 3706, 'to_id': 3708, 'type': 'Rel_CE'}, {'id': 1638, 'from_id': 3706, 'to_id': 3709, 'type': 'Rel_CE'}]",[]
9466,"First, the studies which failed to establish a relationship between probability and compliance varied the probabilities between 10% and 90%, while the study which found the direct relationship used prob ability levels of 0% and 100%.;;","[{'id': 9792, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 235}]",[],[]
6618,"first, the coding and post-coding guidelines proved robust in disentangling a dataset that was highly multidimensional due to the scope of the research.;;","[{'id': 5501, 'label': 'effect', 'start_offset': 102, 'end_offset': 118}, {'id': 5502, 'label': 'cause', 'start_offset': 130, 'end_offset': 151}]","[{'id': 2480, 'from_id': 5502, 'to_id': 5501, 'type': 'Rel_CE'}]",[]
5930,"the findings from study 3 replicate and extend the findings from studies 1 and 2. new zealanders who allocated more white noise to members of the outgroup (i.e., americans) than to members of the ingroup, experienced elevated levels of belonging.;;","[{'id': 8270, 'label': 'cause', 'start_offset': 100, 'end_offset': 203}, {'id': 8271, 'label': 'effect', 'start_offset': 217, 'end_offset': 245}]","[{'id': 3751, 'from_id': 8270, 'to_id': 8271, 'type': 'Rel_CE'}]",[]
6973,"he showed that close comfort is necessary for healthy psychological functioning, as young rhesus monkeys displayed a greater preference for terry-clothed surrogate mothers as compared to a wire mother, while those raised with a wire mother had greater physiological and psychological problems.;;","[{'id': 6491, 'label': 'cause', 'start_offset': 15, 'end_offset': 28}, {'id': 6492, 'label': 'effect', 'start_offset': 46, 'end_offset': 79}, {'id': 6493, 'label': 'cause', 'start_offset': 208, 'end_offset': 239}, {'id': 6494, 'label': 'effect', 'start_offset': 252, 'end_offset': 292}]","[{'id': 2945, 'from_id': 6491, 'to_id': 6492, 'type': 'Rel_CE'}, {'id': 2946, 'from_id': 6493, 'to_id': 6494, 'type': 'Rel_CE'}]",[]
6063,"given the well-documented detrimental consequences of collective failure and the fact that it occurs regularly in everyday life, it is surprising that few studies have examined how such consequences may be moderated in small groups (for an exception, see price & garland, 1978).;;","[{'id': 8300, 'label': 'cause', 'start_offset': 10, 'end_offset': 72}, {'id': 8301, 'label': 'cause', 'start_offset': 91, 'end_offset': 127}, {'id': 8302, 'label': 'effect', 'start_offset': 135, 'end_offset': 231}]","[{'id': 3765, 'from_id': 8300, 'to_id': 8302, 'type': 'Rel_CE'}, {'id': 3766, 'from_id': 8301, 'to_id': 8302, 'type': 'Rel_CE'}]",[]
9092,"In-phase movements are more stable than anti-phase movements and, if the frequency of anti-phase movements is increased to around 3-4 Hz they transition to in-phase.;;","[{'id': 9418, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 167}]",[],[]
9171,"Reciprocity scores for those who moved in-, anti-phase and those who did not coordinate all deviated significantly from normality (p's < 0.05).;;","[{'id': 9497, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 145}]",[],[]
8761,"However, if no incentives are given, then there should be an explicit or implicit objective function as a motivation for participants.;;","[{'id': 9087, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 136}]",[],[]
8966,"Put another way: who would want to live in a society with this norm, if given the choice?;;","[{'id': 9292, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 91}]",[],[]
8667,Further simulation studies (Macy 1991b) then showed how social influence (such as pressures to imitate or reciprocate) might solve this timing problem.;;,"[{'id': 8993, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 153}]",[],[]
7186,"the need for a meaningful existence is essentially the need for a sense that ''i exist and i matter'', with ostracized individuals often reporting a feeling of invisibility (williams, 2007).;;","[{'id': 8768, 'label': 'cause', 'start_offset': 108, 'end_offset': 118}, {'id': 8769, 'label': 'effect', 'start_offset': 149, 'end_offset': 172}]","[{'id': 4032, 'from_id': 8768, 'to_id': 8769, 'type': 'Rel_CE'}]",[]
9127,Larger sessions motivated people to cooperate in this game in Buenos Aires.;;,"[{'id': 9453, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 77}]",[],[]
9604,"It is not only the punishment opportunity (that is, the nonexecuted punishment threat) but also the actual punishment that raised cooperation levels.;;","[{'id': 9930, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 151}]",[],[]
6824,"discussion the current research began with the observation that the presence of a companion animal can benefit people who feel socially disconnected, such as the elderly or those who are hospitalized.;;","[{'id': 6087, 'label': 'cause', 'start_offset': 68, 'end_offset': 98}, {'id': 6088, 'label': 'effect', 'start_offset': 103, 'end_offset': 148}]","[{'id': 2767, 'from_id': 6087, 'to_id': 6088, 'type': 'Rel_CE'}]",[]
6207,"income is self-reported, and therefore the lower average income in the sample is unsurprising.;;","[{'id': 4433, 'label': 'cause', 'start_offset': 0, 'end_offset': 23}, {'id': 4434, 'label': 'effect', 'start_offset': 43, 'end_offset': 93}]","[{'id': 1982, 'from_id': 4433, 'to_id': 4434, 'type': 'Rel_CE'}]",[]
7442,"negative deviations from the others' contribution rate were associated with more punishment in the public condition, but not in the private condition.;;","[{'id': 7633, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 152}]",[],[]
6045,"on the other hand, contributors in small groups may become more pivotal, leading to more contributions (cf.;;","[{'id': 3992, 'label': 'cause', 'start_offset': 19, 'end_offset': 47}, {'id': 3993, 'label': 'effect', 'start_offset': 64, 'end_offset': 71}, {'id': 3994, 'label': 'cause', 'start_offset': 64, 'end_offset': 71}, {'id': 3995, 'label': 'effect', 'start_offset': 89, 'end_offset': 103}]","[{'id': 1782, 'from_id': 3992, 'to_id': 3993, 'type': 'Rel_CE'}, {'id': 1783, 'from_id': 3994, 'to_id': 3995, 'type': 'Rel_CE'}]",[]
8648,"Environmental uncertainty was manipulated as a PP varying with equal probability between either 800 and 1,000 (low environmental uncertainty) or 400 and 1,400 (high environmental uncertainty).;;","[{'id': 8974, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 194}]",[],[]
8737,"Consequently, angry friends may be much more inclined to destroy.;;","[{'id': 9063, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 67}]",[],[]
9428,"In sharp contrast, in the reward-punish condition, participants rated rewarders more favorably than they did nonrewarders (mean difference in rating between rewarders and nonrewarders: 0.55; S ϭ122, p ϭ .0095;;;","[{'id': 9754, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 211}]",[],[]
5821,"as this would not be clear, perhaps it would be of use for authors to note that there were no challenges or unexpected opportunities arising during data collection if this was the case.;;","[{'id': 8259, 'label': 'cause', 'start_offset': 167, 'end_offset': 184}, {'id': 8260, 'label': 'effect', 'start_offset': 91, 'end_offset': 163}]","[{'id': 3746, 'from_id': 8259, 'to_id': 8260, 'type': 'Rel_CE'}]",[]
8780,Solidarity rates and choices of dominant strategy in the one-way identification DG (number of pairs);;,"[{'id': 9106, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 102}]",[],[]
6346,results also show that the words oppressive and monuments associate with rulers' desires to commemorate themselves as immortals and imply to the public they are in charge.;;,"[{'id': 4791, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 173}]",[],[]
7360,several participants identified similar tensions regarding victims survivors being able to give voice to their experiences and the desire to ensure confidentiality;;,"[{'id': 7456, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 165}]",[],[]
8724,"In contrast, in this new game the dominant strategy equilibrium is pareto optimal, as it would be for most 2 ϫ 2 games with such an equilibrium.;;","[{'id': 9050, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 146}]",[],[]
6323,"neuroimaging studies using economic behavioural tasks have reported that positive social exchanges activate regions of the reward circuitry, much as nonsocial rewards do.;;","[{'id': 4741, 'label': 'cause', 'start_offset': 73, 'end_offset': 98}, {'id': 4742, 'label': 'effect', 'start_offset': 99, 'end_offset': 139}]","[{'id': 2123, 'from_id': 4741, 'to_id': 4742, 'type': 'Rel_CE'}]",[]
7331,"however, not all adolescents are influenced in similar ways by media, in particular by media portraying antisocial, risky, and immoral behaviors.;;","[{'id': 7393, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 147}]",[],[]
6807,"after all 4 players have made their decision to contribute or not, and by how much, the resulting total of contributed credits is automatically multiplied.;;","[{'id': 8620, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 157}]",[],[]
5831,"do they show more empathy and help others who have nothing to do with their experience, or do they grow indifferent to others' needs?;;","[{'id': 3442, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 133}]",[],[]
8815,"Session-by-session results are presented for Birds 15, 16, and 17 in Figure 5. Plotted are the number of cooperations (choices of the red key) for each of the 15 days of the TFT and the TFT-dom conditions.;;","[{'id': 9141, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 207}]",[],[]
7474,"a message arising from the review therefore is to avoid claims to a specific orientation unless it is articulated and visible within the reporting and when aligning to a particular approach, to make sure it is understood.;;","[{'id': 7711, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 223}]",[],[]
6447,"it has been repeatedly argued that subtle acts of aggression should always be included in the definition of bullying in order to fully grasp this phenomenon because the act of bullying is aimed at humiliating the victim and always has a psychological component (alsaker, 2004).;;","[{'id': 5036, 'label': 'cause', 'start_offset': 169, 'end_offset': 260}, {'id': 5037, 'label': 'effect', 'start_offset': 35, 'end_offset': 116}, {'id': 8491, 'label': 'cause', 'start_offset': 35, 'end_offset': 116}, {'id': 8492, 'label': 'effect', 'start_offset': 129, 'end_offset': 156}]","[{'id': 2255, 'from_id': 5036, 'to_id': 5037, 'type': 'Rel_CE'}, {'id': 3867, 'from_id': 8491, 'to_id': 8492, 'type': 'Rel_CE'}]",[]
6039,"conversely, our observation also demonstrates that individuals with no or less severe depression tended to opt for the less risky option, thus defecting.;;","[{'id': 3973, 'label': 'cause', 'start_offset': 51, 'end_offset': 96}, {'id': 3974, 'label': 'effect', 'start_offset': 107, 'end_offset': 136}]","[{'id': 1771, 'from_id': 3973, 'to_id': 3974, 'type': 'Rel_CE'}]",[]
5716,"furthermore, inquiring about our participants' motivations to volunteer for our study suggests that researchers may gain further guidance in identifying appropriate recruitment strategies by considering a negrin et al.;;","[{'id': 3153, 'label': 'cause', 'start_offset': 32, 'end_offset': 85}, {'id': 8137, 'label': 'effect', 'start_offset': 129, 'end_offset': 187}]","[{'id': 3665, 'from_id': 3153, 'to_id': 8137, 'type': 'Rel_CE'}]",[]
9238,Rapoport works out the expected values for contributing and not contributing.;;,"[{'id': 9564, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 79}]",[],[]
9469,"It was outlined that in this previous setting, the potential partner had (independently) witnessed two other people dividing a sum of money (€10).;;","[{'id': 9795, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 148}]",[],[]
5677,"similarly, hall (2004) reveals how in previous writing he has removed accounts of personal reflexivity, or relegated these accounts to forewords and afterwords rather than including them in the main body of the text, due to concerns about the ' appropriateness ' of such material in an academic publication.;;","[{'id': 3059, 'label': 'effect', 'start_offset': 61, 'end_offset': 102}, {'id': 3060, 'label': 'effect', 'start_offset': 107, 'end_offset': 159}, {'id': 3061, 'label': 'cause', 'start_offset': 224, 'end_offset': 306}]","[{'id': 1328, 'from_id': 3061, 'to_id': 3059, 'type': 'Rel_CE'}, {'id': 1329, 'from_id': 3061, 'to_id': 3060, 'type': 'Rel_CE'}]",[]
5679,"while some equilibria complete the project in the dynamic game with a completion benefit, there is a unique zero-provision equilibrium in the two static treatments as well as in the dynamic treatment without a completion benefit.;;","[{'id': 3066, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 229}]",[],[]
7021,the slightly higher number of siblings in the high-mafia neighborhood likely biases against our results.;;,"[{'id': 6615, 'label': 'cause', 'start_offset': 13, 'end_offset': 38}, {'id': 6616, 'label': 'effect', 'start_offset': 77, 'end_offset': 103}]","[{'id': 2991, 'from_id': 6615, 'to_id': 6616, 'type': 'Rel_CE'}]",[]
7595,how will information about collective inefficiency affect support for a sanctioning system when there is already a sanctioning system present?;;,"[{'id': 7988, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 144}]",[],[]
9410,These rates are significantly better than that for a no-reward control.;;,"[{'id': 9736, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 73}]",[],[]
6873,"for example, due to institutional system restrictions at the time, in our project only one researcher could work on the file from a shared drive at once.;;","[{'id': 6216, 'label': 'cause', 'start_offset': 20, 'end_offset': 53}, {'id': 6217, 'label': 'effect', 'start_offset': 82, 'end_offset': 152}]","[{'id': 2823, 'from_id': 6216, 'to_id': 6217, 'type': 'Rel_CE'}]",[]
5792,"exclusion and intergroup hostility human beings are deeply motivated to form and maintain positive relationships with others and to avoid exclusion (baumeister & leary, 1995).;;","[{'id': 3328, 'label': 'effect', 'start_offset': 72, 'end_offset': 124}, {'id': 3329, 'label': 'effect', 'start_offset': 132, 'end_offset': 147}, {'id': 3330, 'label': 'cause', 'start_offset': 0, 'end_offset': 47}]","[{'id': 1449, 'from_id': 3330, 'to_id': 3328, 'type': 'Rel_CE'}, {'id': 1450, 'from_id': 3330, 'to_id': 3329, 'type': 'Rel_CE'}]",[]
7054,"the results support the concept that the give-some situation is related to loss perception, whereas the take-some situation is independent of gain perception.;;","[{'id': 6703, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 160}]",[],[]
6581,"it may also add transparency to the approach, by using several nvivo functions in innovative ways.;;","[{'id': 5410, 'label': 'cause', 'start_offset': 49, 'end_offset': 97}, {'id': 5411, 'label': 'effect', 'start_offset': 12, 'end_offset': 44}]","[{'id': 2444, 'from_id': 5410, 'to_id': 5411, 'type': 'Rel_CE'}]",[]
9368,The model is specified as follows.;;,"[{'id': 9694, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 36}]",[],[]
6892,"even when ostracism benefits the individual financially, and inclusion is financially costly, ostracism is just as distressing (van beest & williams, 2006).;;","[{'id': 6261, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 158}]",[],[]
9155,This approach was taken since the questionnaire has never been used before and a specific rank ordering was not predicted.;;,"[{'id': 9481, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 124}]",[],[]
9313,"As in Experiment 1, many participants made choices to defect only when they were not charged the high cost for defection (see Table 2).;;","[{'id': 9639, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 137}]",[],[]
