id,text,entities,relations,Comments
17694,;;,"[{'id': 17694, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17695,;;,"[{'id': 17695, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17696,;;,"[{'id': 17696, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17697,;;,"[{'id': 17697, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17698,;;,"[{'id': 17698, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17699,;;,"[{'id': 17699, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17700,;;,"[{'id': 17700, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17701,;;,"[{'id': 17701, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17702,;;,"[{'id': 17702, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17703,;;,"[{'id': 17703, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17704,;;,"[{'id': 17704, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17705,;;,"[{'id': 17705, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17706,;;,"[{'id': 17706, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17707,;;,"[{'id': 17707, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17708,;;,"[{'id': 17708, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17709,;;,"[{'id': 17709, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17710,;;,"[{'id': 17710, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17711,;;,"[{'id': 17711, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17712,;;,"[{'id': 17712, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17713,;;,"[{'id': 17713, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17714,;;,"[{'id': 17714, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17715,;;,"[{'id': 17715, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17716,;;,"[{'id': 17716, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17717,;;,"[{'id': 17717, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17718,;;,"[{'id': 17718, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17719,;;,"[{'id': 17719, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17720,;;,"[{'id': 17720, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17721,;;,"[{'id': 17721, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17722,;;,"[{'id': 17722, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17723,;;,"[{'id': 17723, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17724,;;,"[{'id': 17724, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17725,;;,"[{'id': 17725, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17726,;;,"[{'id': 17726, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17727,;;,"[{'id': 17727, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17728,;;,"[{'id': 17728, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17729,;;,"[{'id': 17729, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17730,;;,"[{'id': 17730, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17731,;;,"[{'id': 17731, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17732,;;,"[{'id': 17732, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17733,;;,"[{'id': 17733, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17734,;;,"[{'id': 17734, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17735,;;,"[{'id': 17735, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17736,;;,"[{'id': 17736, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17737,;;,"[{'id': 17737, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17738,;;,"[{'id': 17738, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17739,;;,"[{'id': 17739, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17740,;;,"[{'id': 17740, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17741,;;,"[{'id': 17741, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17742,;;,"[{'id': 17742, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17743,;;,"[{'id': 17743, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17744,;;,"[{'id': 17744, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17745,;;,"[{'id': 17745, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17746,;;,"[{'id': 17746, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17747,;;,"[{'id': 17747, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17748,;;,"[{'id': 17748, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17749,;;,"[{'id': 17749, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17750,;;,"[{'id': 17750, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17751,;;,"[{'id': 17751, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17752,;;,"[{'id': 17752, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17753,;;,"[{'id': 17753, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17754,;;,"[{'id': 17754, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17755,;;,"[{'id': 17755, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17756,;;,"[{'id': 17756, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17757,;;,"[{'id': 17757, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17758,;;,"[{'id': 17758, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17759,;;,"[{'id': 17759, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17760,;;,"[{'id': 17760, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17761,;;,"[{'id': 17761, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17762,;;,"[{'id': 17762, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17763,;;,"[{'id': 17763, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17764,;;,"[{'id': 17764, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17765,;;,"[{'id': 17765, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17766,;;,"[{'id': 17766, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17767,;;,"[{'id': 17767, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17768,;;,"[{'id': 17768, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17769,;;,"[{'id': 17769, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17770,;;,"[{'id': 17770, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17771,;;,"[{'id': 17771, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17772,;;,"[{'id': 17772, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17773,;;,"[{'id': 17773, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17774,;;,"[{'id': 17774, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17775,;;,"[{'id': 17775, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17776,;;,"[{'id': 17776, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17777,;;,"[{'id': 17777, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17778,;;,"[{'id': 17778, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17779,;;,"[{'id': 17779, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17780,;;,"[{'id': 17780, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17781,;;,"[{'id': 17781, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17782,;;,"[{'id': 17782, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17783,;;,"[{'id': 17783, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17784,;;,"[{'id': 17784, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17785,;;,"[{'id': 17785, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17786,;;,"[{'id': 17786, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17787,;;,"[{'id': 17787, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17788,;;,"[{'id': 17788, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17789,;;,"[{'id': 17789, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17790,;;,"[{'id': 17790, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17791,;;,"[{'id': 17791, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17792,;;,"[{'id': 17792, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17793,;;,"[{'id': 17793, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17794,;;,"[{'id': 17794, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17795,;;,"[{'id': 17795, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17796,;;,"[{'id': 17796, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17797,;;,"[{'id': 17797, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17798,;;,"[{'id': 17798, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17799,;;,"[{'id': 17799, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17800,;;,"[{'id': 17800, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17801,;;,"[{'id': 17801, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17802,;;,"[{'id': 17802, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17803,;;,"[{'id': 17803, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17804,;;,"[{'id': 17804, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17805,;;,"[{'id': 17805, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17806,;;,"[{'id': 17806, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17807,;;,"[{'id': 17807, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17808,;;,"[{'id': 17808, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17809,;;,"[{'id': 17809, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17810,;;,"[{'id': 17810, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17811,;;,"[{'id': 17811, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17812,;;,"[{'id': 17812, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17813,;;,"[{'id': 17813, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17814,;;,"[{'id': 17814, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17815,;;,"[{'id': 17815, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17816,;;,"[{'id': 17816, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17817,;;,"[{'id': 17817, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17818,;;,"[{'id': 17818, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17819,;;,"[{'id': 17819, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17820,;;,"[{'id': 17820, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17821,;;,"[{'id': 17821, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17822,;;,"[{'id': 17822, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17823,;;,"[{'id': 17823, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17824,;;,"[{'id': 17824, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17825,;;,"[{'id': 17825, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17826,;;,"[{'id': 17826, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17827,;;,"[{'id': 17827, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17828,;;,"[{'id': 17828, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17829,;;,"[{'id': 17829, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17830,;;,"[{'id': 17830, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17831,;;,"[{'id': 17831, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17832,;;,"[{'id': 17832, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17833,;;,"[{'id': 17833, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17834,;;,"[{'id': 17834, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17835,;;,"[{'id': 17835, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17836,;;,"[{'id': 17836, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17837,;;,"[{'id': 17837, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17838,;;,"[{'id': 17838, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17839,;;,"[{'id': 17839, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17840,;;,"[{'id': 17840, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17841,;;,"[{'id': 17841, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17842,;;,"[{'id': 17842, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17843,;;,"[{'id': 17843, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17844,;;,"[{'id': 17844, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17845,;;,"[{'id': 17845, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17846,;;,"[{'id': 17846, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17847,;;,"[{'id': 17847, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17848,;;,"[{'id': 17848, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17849,;;,"[{'id': 17849, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17850,;;,"[{'id': 17850, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17851,;;,"[{'id': 17851, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17852,;;,"[{'id': 17852, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17853,;;,"[{'id': 17853, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17854,;;,"[{'id': 17854, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17855,;;,"[{'id': 17855, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17856,;;,"[{'id': 17856, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17857,;;,"[{'id': 17857, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17858,;;,"[{'id': 17858, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17859,;;,"[{'id': 17859, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17860,;;,"[{'id': 17860, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17861,;;,"[{'id': 17861, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17862,;;,"[{'id': 17862, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17863,;;,"[{'id': 17863, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17864,;;,"[{'id': 17864, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17865,;;,"[{'id': 17865, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17866,;;,"[{'id': 17866, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17867,;;,"[{'id': 17867, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17868,;;,"[{'id': 17868, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17869,;;,"[{'id': 17869, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17870,;;,"[{'id': 17870, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17871,;;,"[{'id': 17871, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17872,;;,"[{'id': 17872, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17873,;;,"[{'id': 17873, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17874,;;,"[{'id': 17874, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17875,;;,"[{'id': 17875, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17876,;;,"[{'id': 17876, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17877,;;,"[{'id': 17877, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17878,;;,"[{'id': 17878, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17879,;;,"[{'id': 17879, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17880,;;,"[{'id': 17880, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17881,;;,"[{'id': 17881, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17882,;;,"[{'id': 17882, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17883,;;,"[{'id': 17883, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17884,;;,"[{'id': 17884, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17885,;;,"[{'id': 17885, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17886,;;,"[{'id': 17886, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17887,;;,"[{'id': 17887, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17888,;;,"[{'id': 17888, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17889,;;,"[{'id': 17889, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17890,;;,"[{'id': 17890, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17891,;;,"[{'id': 17891, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17892,;;,"[{'id': 17892, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17893,;;,"[{'id': 17893, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17894,;;,"[{'id': 17894, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17895,;;,"[{'id': 17895, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17896,;;,"[{'id': 17896, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17897,;;,"[{'id': 17897, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17898,;;,"[{'id': 17898, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17899,;;,"[{'id': 17899, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17900,;;,"[{'id': 17900, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17901,;;,"[{'id': 17901, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17902,;;,"[{'id': 17902, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17903,;;,"[{'id': 17903, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17904,;;,"[{'id': 17904, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17905,;;,"[{'id': 17905, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17906,;;,"[{'id': 17906, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17907,;;,"[{'id': 17907, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17908,;;,"[{'id': 17908, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17909,;;,"[{'id': 17909, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17910,;;,"[{'id': 17910, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17911,;;,"[{'id': 17911, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17912,;;,"[{'id': 17912, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17913,;;,"[{'id': 17913, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17914,;;,"[{'id': 17914, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17915,;;,"[{'id': 17915, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17916,;;,"[{'id': 17916, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17917,;;,"[{'id': 17917, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17918,;;,"[{'id': 17918, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17919,;;,"[{'id': 17919, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17920,;;,"[{'id': 17920, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17921,;;,"[{'id': 17921, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17922,;;,"[{'id': 17922, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17923,;;,"[{'id': 17923, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17924,;;,"[{'id': 17924, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17925,;;,"[{'id': 17925, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17926,;;,"[{'id': 17926, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17927,;;,"[{'id': 17927, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17928,;;,"[{'id': 17928, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17929,;;,"[{'id': 17929, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17930,;;,"[{'id': 17930, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17931,;;,"[{'id': 17931, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17932,;;,"[{'id': 17932, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17933,;;,"[{'id': 17933, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17934,;;,"[{'id': 17934, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17935,;;,"[{'id': 17935, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17936,;;,"[{'id': 17936, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17937,;;,"[{'id': 17937, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17938,;;,"[{'id': 17938, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17939,;;,"[{'id': 17939, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17940,;;,"[{'id': 17940, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17941,;;,"[{'id': 17941, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17942,;;,"[{'id': 17942, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17943,;;,"[{'id': 17943, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17944,;;,"[{'id': 17944, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17945,;;,"[{'id': 17945, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17946,;;,"[{'id': 17946, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17947,;;,"[{'id': 17947, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17948,;;,"[{'id': 17948, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17949,;;,"[{'id': 17949, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17950,;;,"[{'id': 17950, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17951,;;,"[{'id': 17951, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
17952,;;,"[{'id': 17952, 'label': 'non-causal', 'start_offset': 0, 'end_offset': 0}]",[],[]
